time,run_id,scenario,cycle,segment,phase,layer,item,axis,q,omega,accel,torque,carrying,source_file
336.15,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor2,0.352458632,-0.191052921,-0.190740622,1514.2039,1,long_live_01.jsonl
336.15,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor3,0.286094467,-0.959359104,-0.350110398,650.938847,1,long_live_01.jsonl
336.15,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor4,1.12190189e-05,-0.000372552041,-2.09239836e-05,0.000443212745,1,long_live_01.jsonl
336.45,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor1,0.000105893709,-0.000238918583,0.000299564994,4.14131903,1,long_live_01.jsonl
336.45,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor2,0.254455549,-0.135003121,0.186832665,829.790228,1,long_live_01.jsonl
336.45,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor3,-0.17410549,-0.602223555,1.19045183,593.088395,1,long_live_01.jsonl
336.45,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor4,-6.07537299e-07,-0.00103366847,-0.00220372142,0.000657122123,1,long_live_01.jsonl
336.7,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor1,3.6763069e-05,-0.000142085129,0.000387333817,4.90536778,1,long_live_01.jsonl
336.7,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor2,0.222585248,-0.0713321236,0.254683991,554.201311,1,long_live_01.jsonl
336.7,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor3,-0.283267551,-0.284248995,1.27189824,606.563868,1,long_live_01.jsonl
336.7,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor4,5.9014672e-07,0.000153988852,0.00475062928,0,1,long_live_01.jsonl
336.9,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor1,2.93859063e-06,-3.1190425e-05,0.000554473522,3.64593593,1,long_live_01.jsonl
336.9,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor2,0.209933434,-0.00903360086,0.311492614,530.471001,1,long_live_01.jsonl
336.9,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor3,-0.347682653,-0.0183867348,1.3293113,817.780009,1,long_live_01.jsonl
336.9,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor4,-2.6190193e-05,-0.000350058321,-0.00252023586,0,1,long_live_01.jsonl
337.15,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor1,8.8533887e-05,0.00104948534,0.00432270305,8.08181243,1,long_live_01.jsonl
337.15,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor2,0.209394812,-0.00119425418,0.0313573867,642.895323,1,long_live_01.jsonl
337.15,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor3,-0.346872835,0.00830683371,0.106774274,856.987225,1,long_live_01.jsonl
337.15,long_live_01,S0,2,92,lift_with_load,4,water_bundle_1,motor4,-2.71150892e-05,0.000542625553,0.00357073549,0,1,long_live_01.jsonl
337.3,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor1,0.00013066866,-3.72644937e-07,-0.00699905321,4.58182269,1,long_live_01.jsonl
337.3,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor2,0.210324265,0.0112620564,0.0830420704,524.621209,1,long_live_01.jsonl
337.3,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor3,-0.346328428,0.000140807066,-0.0544401776,850.125838,1,long_live_01.jsonl
337.3,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor4,-4.25300703e-05,-0.0011922401,-0.011565771,6.62360771e-05,1,long_live_01.jsonl
337.5,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor1,0.00010695675,-0.000167951095,-0.00083789225,10.9558335,1,long_live_01.jsonl
337.5,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor2,0.239538171,0.145109036,0.6692349,551.27533,1,long_live_01.jsonl
337.5,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor3,-0.347144403,-0.00200289836,-0.0107185271,844.59072,1,long_live_01.jsonl
337.5,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor4,-3.84772571e-05,-0.00131985897,-0.000638094345,-1.89554569e-05,1,long_live_01.jsonl
337.75,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor1,9.04782614e-06,-0.000160426108,3.00999485e-05,-3.65399245,1,long_live_01.jsonl
337.75,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor2,0.308994329,0.0716167232,-0.293969252,1542.66044,1,long_live_01.jsonl
337.75,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor3,-0.348392137,-0.000858673057,0.0045769012,873.626466,1,long_live_01.jsonl
337.75,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor4,-3.88028125e-05,-0.000502707107,0.00326860745,-0.000302442484,1,long_live_01.jsonl
337.95,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor1,-4.32415836e-06,-1.76206471e-05,0.000714027304,3.18273819,1,long_live_01.jsonl
337.95,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor2,0.313914251,2.85965039e-05,-0.357940633,1181.29794,1,long_live_01.jsonl
337.95,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor3,-0.347077883,0.0084038975,0.0463128528,856.167119,1,long_live_01.jsonl
337.95,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor4,-1.50993964e-05,-0.00114127485,-0.0031928387,0.000867310634,1,long_live_01.jsonl
338.2,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor1,0.000116402359,-2.20164613e-05,-1.75832568e-05,7.28805668,1,long_live_01.jsonl
338.2,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor2,0.314748519,0.0112606254,0.0449281156,896.494945,1,long_live_01.jsonl
338.2,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor3,-0.346440257,0.000869925917,-0.0301358863,842.493492,1,long_live_01.jsonl
338.2,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor4,1.54673836e-05,0.000503000409,0.00657710102,0.000720891561,1,long_live_01.jsonl
338.45,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor1,0.000100663932,-0.000129776889,-0.000431041709,20.6127127,1,long_live_01.jsonl
338.45,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor2,0.347688457,0.250584554,0.957295715,603.637141,1,long_live_01.jsonl
338.45,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor3,-0.346718544,0.00228301606,0.00565236059,792.549534,1,long_live_01.jsonl
338.45,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor4,-2.72513054e-05,-0.000718497628,-0.00488599215,-0.00016295432,1,long_live_01.jsonl
338.6,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor1,6.81859859e-05,-0.000242575894,-0.000751993368,10.1367229,1,long_live_01.jsonl
338.6,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor2,0.4453957,0.37252088,0.812908841,1669.39086,1,long_live_01.jsonl
338.6,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor3,-0.347355442,0.00422117441,0.0129210557,818.722448,1,long_live_01.jsonl
338.6,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor4,-4.25549854e-05,-0.00161778262,-0.00599523326,-6.86286108e-05,1,long_live_01.jsonl
338.8,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor1,1.52777432e-05,-0.000188100684,0.000272376051,-10.4481259,1,long_live_01.jsonl
338.8,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor2,0.574839068,0.248340896,-0.620899924,2774.98895,1,long_live_01.jsonl
338.8,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor3,-0.348073266,0.000906709303,-0.0165723255,934.403663,1,long_live_01.jsonl
338.8,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor4,-3.40920241e-05,0.000626871204,0.0112232691,-0.000776046863,1,long_live_01.jsonl
339.1,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor1,-2.23586863e-05,2.09027267e-05,0.000696678034,-12.559303,1,long_live_01.jsonl
339.1,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor2,0.610230922,0.0140067442,-0.781113838,2544.98935,1,long_live_01.jsonl
339.1,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor3,-0.348379563,-0.000371867044,-0.00426192116,864.340323,1,long_live_01.jsonl
339.1,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor4,-7.797993e-05,0.000540032649,-0.000289461849,-0.000477682697,1,long_live_01.jsonl
339.3,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor1,6.78066915e-05,0.000318680272,0.00148888772,-6.11906028,1,long_live_01.jsonl
339.3,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor2,0.610389752,-0.00184593943,-0.0792634182,2475.10273,1,long_live_01.jsonl
339.3,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor3,-0.346632596,0.00111192025,0.00741893649,853.772526,1,long_live_01.jsonl
339.3,long_live_01,S0,2,93,move_to_pallet,4,water_bundle_1,motor4,-2.60858539e-05,-0.00116908121,-0.00854556931,-0.000147217121,1,long_live_01.jsonl
339.5,long_live_01,S0,2,94,place,4,water_bundle_1,motor1,6.11930264e-05,-4.9386338e-05,-0.00184033305,-8.75960088,1,long_live_01.jsonl
339.5,long_live_01,S0,2,94,place,4,water_bundle_1,motor2,0.610362714,0.000425334692,0.0113563706,2406.07745,1,long_live_01.jsonl
339.5,long_live_01,S0,2,94,place,4,water_bundle_1,motor3,-0.327777574,0.10741084,0.531494596,771.991581,1,long_live_01.jsonl
339.5,long_live_01,S0,2,94,place,4,water_bundle_1,motor4,-1.67090195e-05,0.000239127568,0.0070410439,0,1,long_live_01.jsonl
339.8,long_live_01,S0,2,94,place,4,water_bundle_1,motor1,1.5186399e-07,-0.000129649667,-0.000267544431,-9.13532809,1,long_live_01.jsonl
339.8,long_live_01,S0,2,94,place,4,water_bundle_1,motor2,0.610786881,0.000462670617,0.000124453082,2508.09547,1,long_live_01.jsonl
339.8,long_live_01,S0,2,94,place,4,water_bundle_1,motor3,-0.266229658,0.0712891894,-0.1204055,972.408079,1,long_live_01.jsonl
339.8,long_live_01,S0,2,94,place,4,water_bundle_1,motor4,-8.45682425e-05,-0.00024196233,-0.00160363299,-0.000151534611,1,long_live_01.jsonl
340.05,long_live_01,S0,2,94,place,4,water_bundle_1,motor1,-1.92916015e-05,-5.96439804e-06,0.000494741077,-9.08660419,1,long_live_01.jsonl
340.05,long_live_01,S0,2,94,place,4,water_bundle_1,motor2,0.610859558,8.14348478e-05,-0.00152494308,2452.73012,1,long_live_01.jsonl
340.05,long_live_01,S0,2,94,place,4,water_bundle_1,motor3,-0.260628337,0.00912924711,-0.248639769,857.508215,1,long_live_01.jsonl
340.05,long_live_01,S0,2,94,place,4,water_bundle_1,motor4,-2.37798836e-05,0.00111469169,0.00542661607,0,1,long_live_01.jsonl
340.25,long_live_01,S0,2,94,place,4,water_bundle_1,motor1,9.45777072e-05,5.29767696e-05,0.000294705838,-8.25697913,1,long_live_01.jsonl
340.25,long_live_01,S0,2,94,place,4,water_bundle_1,motor2,0.610525963,-0.000470124725,-0.00275779787,2453.79557,1,long_live_01.jsonl
340.25,long_live_01,S0,2,94,place,4,water_bundle_1,motor3,-0.25960188,0.000208721768,-0.0446026267,856.258736,1,long_live_01.jsonl
340.25,long_live_01,S0,2,94,place,4,water_bundle_1,motor4,-8.92568581e-05,-4.57097426e-05,-0.00580200715,-3.85669365e-05,1,long_live_01.jsonl
340.55,long_live_01,S0,2,94,place,4,water_bundle_1,motor1,9.66530911e-05,2.13923279e-07,-0.000175876155,-8.90445223,1,long_live_01.jsonl
340.55,long_live_01,S0,2,94,place,4,water_bundle_1,motor2,0.610504921,-2.42061464e-06,0.0015590137,2457.11791,1,long_live_01.jsonl
340.55,long_live_01,S0,2,94,place,4,water_bundle_1,motor3,-0.25959284,9.01554031e-07,-0.000692734047,855.37178,1,long_live_01.jsonl
340.55,long_live_01,S0,2,94,place,4,water_bundle_1,motor4,-9.15047649e-05,6.7984684e-05,0.000378981422,0,1,long_live_01.jsonl
340.75,long_live_01,S0,2,94,place,4,water_bundle_1,motor1,7.78810926e-05,-5.64218187e-05,-0.00028317871,-8.83297344,1,long_live_01.jsonl
340.75,long_live_01,S0,2,94,place,4,water_bundle_1,motor2,0.610516673,0.000139016825,0.000707187197,2485.21721,1,long_live_01.jsonl
340.75,long_live_01,S0,2,94,place,4,water_bundle_1,motor3,-0.26849231,-0.0704446296,-0.352227656,967.079891,1,long_live_01.jsonl
340.75,long_live_01,S0,2,94,place,4,water_bundle_1,motor4,-7.64880581e-05,1.39262721e-05,-0.000270292059,0,1,long_live_01.jsonl
340.95,long_live_01,S0,2,94,place,4,water_bundle_1,motor1,3.11924959e-05,-0.000166325808,-0.000549519946,-8.5972352,1,long_live_01.jsonl
340.95,long_live_01,S0,2,94,place,4,water_bundle_1,motor2,0.610670605,0.000629548786,0.0024526598,2465.10574,1,long_live_01.jsonl
340.95,long_live_01,S0,2,94,place,4,water_bundle_1,motor3,-0.313819576,-0.156953602,-0.43254486,818.142568,1,long_live_01.jsonl
340.95,long_live_01,S0,2,94,place,4,water_bundle_1,motor4,-4.04591767e-05,-0.000220574911,-0.00117250592,0,1,long_live_01.jsonl
341.2,long_live_01,S0,2,94,place,4,water_bundle_1,motor1,-1.70705341e-05,-4.78161742e-05,0.000474038535,-9.81132354,1,long_live_01.jsonl
341.2,long_live_01,S0,2,94,place,4,water_bundle_1,motor2,0.610858019,7.69706234e-05,-0.00221031265,2425.5926,1,long_live_01.jsonl
341.2,long_live_01,S0,2,94,place,4,water_bundle_1,motor3,-0.347556668,-0.0193080567,0.55058218,777.362285,1,long_live_01.jsonl
341.2,long_live_01,S0,2,94,place,4,water_bundle_1,motor4,-9.43658556e-05,-8.74713276e-05,0.000532414334,-4.94480359e-05,1,long_live_01.jsonl
341.4,long_live_01,S0,2,94,place,4,water_bundle_1,motor1,7.13812276e-05,0.0003251561,0.00186486137,-1.97232755,1,long_live_01.jsonl
341.4,long_live_01,S0,2,94,place,4,water_bundle_1,motor2,0.610765344,-0.00123980558,-0.00658388101,2475.52563,1,long_live_01.jsonl
341.4,long_live_01,S0,2,94,place,4,water_bundle_1,motor3,-0.346492156,0.00147888179,0.103934693,879.398651,1,long_live_01.jsonl
341.4,long_live_01,S0,2,94,place,4,water_bundle_1,motor4,-4.63231659e-05,-0.000937833293,-0.00425180982,0.000704567611,1,long_live_01.jsonl
341.6,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor1,7.02325522e-05,-5.22736591e-05,-0.00188714879,-13.5520769,0,long_live_01.jsonl
341.6,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor2,0.606666785,-0.0330630203,-0.159116074,2837.26508,0,long_live_01.jsonl
341.6,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor3,-0.345827458,-0.00247816223,-0.0197852201,907.401827,0,long_live_01.jsonl
341.6,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor4,-5.02663628e-05,0.000491506432,0.00714669862,-8.07603309e-05,0,long_live_01.jsonl
341.85,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor1,6.19068028e-05,3.15036981e-05,0.000335109429,-20.8038888,0,long_live_01.jsonl
341.85,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor2,0.53074414,-0.345803298,-1.25096111,3052.52173,0,long_live_01.jsonl
341.85,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor3,-0.346672402,-0.011102138,-0.0344959032,900.015931,0,long_live_01.jsonl
341.85,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor4,3.44203189e-05,0.002458522,0.00786806226,0.000315238333,0,long_live_01.jsonl
342.1,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor1,3.76857829e-05,5.09390555e-05,7.77414293e-05,-2.13863776,0,long_live_01.jsonl
342.1,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor2,0.397887955,-0.489192843,-0.57355818,1761.73232,0,long_live_01.jsonl
342.1,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor3,-0.347443152,-0.00866026651,0.00976748606,796.597918,0,long_live_01.jsonl
342.1,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor4,4.88624816e-06,-0.00312787789,-0.0223455996,0.0020345129,0,long_live_01.jsonl
342.3,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor1,1.54859889e-05,5.44993028e-06,-0.000227445626,20.8070242,0,long_live_01.jsonl
342.3,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor2,0.270212222,-0.348853718,0.701695624,332.337601,0,long_live_01.jsonl
342.3,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor3,-0.348344867,-0.00270666492,0.0297680079,794.952266,0,long_live_01.jsonl
342.3,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor4,1.15593856e-05,-0.00236448941,0.00381694243,-0.00147804272,0,long_live_01.jsonl
342.5,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor1,1.92827712e-06,-9.38284286e-06,-7.41638657e-05,13.4414125,0,long_live_01.jsonl
342.5,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor2,0.214749171,-0.0390591682,1.54897275,229.310674,0,long_live_01.jsonl
342.5,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor3,-0.34848929,6.46934836e-05,0.013856792,845.71753,0,long_live_01.jsonl
342.5,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor4,-5.72073861e-05,-0.0002985027,0.0103299335,-0.000177863462,0,long_live_01.jsonl
342.75,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor1,0.000123083983,0.00040282632,0.00164883665,8.04334485,0,long_live_01.jsonl
342.75,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor2,0.209433613,-0.00172772504,0.149325773,619.036144,0,long_live_01.jsonl
342.75,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor3,-0.347036019,0.000437762033,0.0014922742,853.552847,0,long_live_01.jsonl
342.75,long_live_01,S0,2,95,lift_before_pick,4,water_bundle_2,motor4,-8.69443397e-05,0.000102540643,0.00160417337,-0.000159113256,0,long_live_01.jsonl
343.05,long_live_01,S0,2,96,pick,4,water_bundle_2,motor1,0.000133887157,-6.1557289e-06,-0.0013632735,3.70456547,0,long_live_01.jsonl
343.05,long_live_01,S0,2,96,pick,4,water_bundle_2,motor2,0.211284659,0.0136615995,0.0512977486,545.752819,0,long_live_01.jsonl
343.05,long_live_01,S0,2,96,pick,4,water_bundle_2,motor3,-0.336837548,0.0717751036,0.237791139,694.134964,0,long_live_01.jsonl
343.05,long_live_01,S0,2,96,pick,4,water_bundle_2,motor4,-4.0175652e-05,-0.00155519337,-0.00552578005,-9.8371374e-05,0,long_live_01.jsonl
343.25,long_live_01,S0,2,96,pick,4,water_bundle_2,motor1,0.000125164945,-5.78450121e-05,-0.000258446416,5.13964801,0,long_live_01.jsonl
343.25,long_live_01,S0,2,96,pick,4,water_bundle_2,motor2,0.226067662,0.0809873246,0.336628625,586.991151,0,long_live_01.jsonl
343.25,long_live_01,S0,2,96,pick,4,water_bundle_2,motor3,-0.228776237,0.499087714,2.13656305,599.219565,0,long_live_01.jsonl
343.25,long_live_01,S0,2,96,pick,4,water_bundle_2,motor4,-6.07947279e-05,-0.00169066815,-0.000677373897,-1.00927781e-05,0,long_live_01.jsonl
343.45,long_live_01,S0,2,96,pick,4,water_bundle_2,motor1,0.000112054741,-9.94005038e-05,-0.000207777459,4.83286895,0,long_live_01.jsonl
343.45,long_live_01,S0,2,96,pick,4,water_bundle_2,motor2,0.261038452,0.129179149,0.240959122,785.62586,0,long_live_01.jsonl
343.45,long_live_01,S0,2,96,pick,4,water_bundle_2,motor3,-0.0276500457,0.736584258,1.18748272,573.031337,0,long_live_01.jsonl
343.45,long_live_01,S0,2,96,pick,4,water_bundle_2,motor4,-6.84379842e-05,-0.00118361057,0.00253528792,-0.000140877451,0,long_live_01.jsonl
343.65,long_live_01,S0,2,96,pick,4,water_bundle_2,motor1,8.48776789e-05,-0.000137470219,-0.000190348578,3.27813218,0,long_live_01.jsonl
343.65,long_live_01,S0,2,96,pick,4,water_bundle_2,motor2,0.315102195,0.181691355,0.262561031,1232.46947,0,long_live_01.jsonl
343.65,long_live_01,S0,2,96,pick,4,water_bundle_2,motor3,0.259395362,0.956858897,1.10137319,612.540597,0,long_live_01.jsonl
343.65,long_live_01,S0,2,96,pick,4,water_bundle_2,motor4,-3.56196039e-05,-0.0011853837,-8.86565799e-06,-0.000263668536,0,long_live_01.jsonl
343.85,long_live_01,S0,2,96,pick,4,water_bundle_2,motor1,5.1617262e-05,-0.000121402961,8.03362927e-05,3.25406449,0,long_live_01.jsonl
343.85,long_live_01,S0,2,96,pick,4,water_bundle_2,motor2,0.377493046,0.187619807,0.0296422606,1608.50037,0,long_live_01.jsonl
343.85,long_live_01,S0,2,96,pick,4,water_bundle_2,motor3,0.569240088,0.928114098,-0.143723996,622.452561,0,long_live_01.jsonl
343.85,long_live_01,S0,2,96,pick,4,water_bundle_2,motor4,5.97563543e-06,-0.000148069121,0.00518657288,0.000404047987,0,long_live_01.jsonl
344.05,long_live_01,S0,2,96,pick,4,water_bundle_2,motor1,1.470079e-05,-7.16960927e-05,0.000248534341,4.86204906,0,long_live_01.jsonl
344.05,long_live_01,S0,2,96,pick,4,water_bundle_2,motor2,0.432999484,0.147244608,-0.201875996,1798.77523,0,long_live_01.jsonl
344.05,long_live_01,S0,2,96,pick,4,water_bundle_2,motor3,0.825700211,0.682723157,-1.22695471,575.96679,0,long_live_01.jsonl
344.05,long_live_01,S0,2,96,pick,4,water_bundle_2,motor4,1.51809838e-05,-0.000134172267,6.94842712e-05,0.000392900125,0,long_live_01.jsonl
344.25,long_live_01,S0,2,96,pick,4,water_bundle_2,motor1,-1.03143513e-06,-4.27636673e-05,0.000144662127,5.71199077,0,long_live_01.jsonl
344.25,long_live_01,S0,2,96,pick,4,water_bundle_2,motor2,0.469788728,0.0862697794,-0.304874143,1827.20942,0,long_live_01.jsonl
344.25,long_live_01,S0,2,96,pick,4,water_bundle_2,motor3,0.953436672,0.443995745,-1.19363706,506.38725,0,long_live_01.jsonl
344.25,long_live_01,S0,2,96,pick,4,water_bundle_2,motor4,1.14494252e-05,0.000436302178,0.00285237223,0.000149400603,0,long_live_01.jsonl
344.4,long_live_01,S0,2,96,pick,4,water_bundle_2,motor1,-1.33501149e-05,-1.39769617e-05,0.00019191137,4.52066088,0,long_live_01.jsonl
344.4,long_live_01,S0,2,96,pick,4,water_bundle_2,motor2,0.486075068,0.016666569,-0.464021403,1881.73666,0,long_live_01.jsonl
344.4,long_live_01,S0,2,96,pick,4,water_bundle_2,motor3,1.0413235,0.0433059733,-2.67126514,319.144782,0,long_live_01.jsonl
344.4,long_live_01,S0,2,96,pick,4,water_bundle_2,motor4,1.65660133e-05,-6.22725844e-05,-0.00332383175,0,0,long_live_01.jsonl
344.7,long_live_01,S0,2,96,pick,4,water_bundle_2,motor1,-1.59494823e-05,0.00276595126,0.00926642742,-19.8693867,0,long_live_01.jsonl
344.7,long_live_01,S0,2,96,pick,4,water_bundle_2,motor2,0.488636239,3.50825137e-05,-0.0554382882,1954.33977,0,long_live_01.jsonl
344.7,long_live_01,S0,2,96,pick,4,water_bundle_2,motor3,1.04788632,0.00571709339,-0.125296266,201.95216,0,long_live_01.jsonl
344.7,long_live_01,S0,2,96,pick,4,water_bundle_2,motor4,1.8847036e-05,0.000571635869,0.00211302818,0,0,long_live_01.jsonl
344.9,long_live_01,S0,2,97,grip_contact,4,water_bundle_2,motor1,0.000501129965,0.000817544221,-0.00974203521,7.22825736,0,long_live_01.jsonl
344.9,long_live_01,S0,2,97,grip_contact,4,water_bundle_2,motor2,0.489053379,0.000599550832,0.00282234159,1934.58787,0,long_live_01.jsonl
344.9,long_live_01,S0,2,97,grip_contact,4,water_bundle_2,motor3,1.04868477,-0.00153596534,-0.0362652936,204.316605,0,long_live_01.jsonl
344.9,long_live_01,S0,2,97,grip_contact,4,water_bundle_2,motor4,3.49756561e-06,-0.000218945814,-0.00395290842,0,0,long_live_01.jsonl
345.1,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor1,0.000508414635,-3.21602307e-05,-0.00424852226,4.60553715,1,long_live_01.jsonl
345.1,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor2,0.487133478,-0.0136524343,-0.0712599257,1884.98691,1,long_live_01.jsonl
345.1,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor3,1.02938915,-0.124175258,-0.613196464,433.859074,1,long_live_01.jsonl
345.1,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor4,1.72529178e-05,0.000167442036,0.00193193925,0,1,long_live_01.jsonl
345.3,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor1,0.00047868375,-0.00014662026,-0.000572300145,5.63051074,1,long_live_01.jsonl
345.3,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor2,0.465570212,-0.0809004483,-0.33624007,1872.49491,1,long_live_01.jsonl
345.3,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor3,0.890809953,-0.505138413,-1.90481577,514.682505,1,long_live_01.jsonl
345.3,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor4,1.62712991e-05,-0.000533072448,-0.00350257242,7.63919327e-05,1,long_live_01.jsonl
345.55,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor1,0.000415113932,-0.000249951931,-0.000413326686,5.07168574,1,long_live_01.jsonl
345.55,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor2,0.425428959,-0.143325474,-0.249700102,1839.38639,1,long_live_01.jsonl
345.55,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor3,0.730287299,-0.813697674,-1.23423704,615.626504,1,long_live_01.jsonl
345.55,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor4,1.01299907e-05,-0.0010526855,-0.00207845219,8.44320098e-06,1,long_live_01.jsonl
345.7,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor1,0.000316982512,-0.000315120775,-0.000434458957,3.7379799,1,long_live_01.jsonl
345.7,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor2,0.36802685,-0.186985484,-0.291066738,1595.97089,1,long_live_01.jsonl
345.7,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor3,0.364423336,-0.969793231,-1.04063705,661.103314,1,long_live_01.jsonl
345.7,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor4,6.40587077e-06,-0.00103089409,0.000145276073,-8.15683237e-05,1,long_live_01.jsonl
345.95,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor1,0.000176010734,-0.000289260512,0.000103441051,2.86169656,1,long_live_01.jsonl
345.95,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor2,0.291619214,-0.176369006,0.0424659124,1190.39965,1,long_live_01.jsonl
345.95,long_live_01,S0,2,98,lift_with_load,4,water_bundle_2,motor3,-0.00690868297,-0.833026431,0.547067201,605.797722,1,long_live_01.jsonl
