run_id,scenario,cycle,phase,axis,sample_count,time_start,time_end,duration,torque_mean,torque_max,torque_std,torque_rms,omega_max,accel_rms,energy,torque_slope
long_live_01,S0,10,pick,motor3,120,1668.15,1841.15,173,525.02472,784.950947,156.184388,547.577611,0.97190376,1.1437952,42308.3962,-2.30773115
long_live_01,S0,10,pick,motor4,120,1668.15,1841.15,173,-1.99656177e-05,0.00125554574,0.000274590389,0.000274171799,0.00184225986,0.00409992381,2.21118029e-05,1.79052682e-06
long_live_01,S0,10,place,motor1,178,1676.15,1847.65,171.5,-31.8050614,157.02639,45.0213748,55.0190776,0.00115374337,0.00211296058,1.08584649,0.415854085
long_live_01,S0,10,place,motor2,178,1676.15,1847.65,171.5,2457.95728,4648.74723,997.553481,2651.6177,0.261618211,0.26753129,15663.9843,-15.0388855
long_live_01,S0,10,place,motor3,178,1676.15,1847.65,171.5,730.742548,967.08564,132.059415,742.513559,0.249791438,0.300057821,4949.38341,2.2223492
long_live_01,S0,10,place,motor4,178,1676.15,1847.65,171.5,-2.54812011e-05,0.00108924003,0.000251380438,0.000251965085,0.00206376993,0.00403291758,1.94029182e-05,-1.09002614e-06
long_live_01,S0,10,return_home,motor1,2,1848.8,1849,0.2,-3.46615978,10.377902,9.77467959,7.73216943,0.0010418182,0.00399466659,0.00222133183,-69.1174222
long_live_01,S0,10,return_home,motor2,2,1848.8,1849,0.2,633.698801,642.379368,12.2761763,633.758252,0.0015488771,0.0112063673,0.347973131,86.805675
long_live_01,S0,10,return_home,motor3,2,1848.8,1849,0.2,871.344825,879.306644,11.2597124,871.381199,0.0101253553,0.0752347119,1.83661887,79.61819
long_live_01,S0,10,return_home,motor4,2,1848.8,1849,0.2,-0.000222511538,0.000445023076,0.000314678835,0.000314678835,0.00218640849,0.00871289067,1.94600446e-07,-0.00222511538
long_live_01,S0,10,return_home_between_layers,motor1,27,1711.55,1848.6,137.05,-1.05244069,46.7190665,14.7447241,14.5073227,0.000404420989,0.000817997681,0.133404286,0.282107405
long_live_01,S0,10,return_home_between_layers,motor2,27,1711.55,1848.6,137.05,1301.51925,3574.33578,1047.12311,1658.25489,0.480610542,0.471076876,28671.05,-18.3280078
long_live_01,S0,10,return_home_between_layers,motor3,27,1711.55,1848.6,137.05,771.76301,1016.32668,127.549948,781.846902,0.824818803,0.894044197,24325.8197,2.57879223
long_live_01,S0,10,return_home_between_layers,motor4,27,1711.55,1848.6,137.05,0.000179276024,0.00666055047,0.00137540307,0.00136154665,0.0027105615,0.0067105362,8.05746578e-05,6.23255719e-06
long_live_01,S0,10,unknown,motor1,20,1720.6,1809.7,89.1,-14.2774701,1710.34598,658.175865,641.66934,1.44591794,0.994792976,22995.4107,12.4981547
long_live_01,S0,10,unknown,motor2,20,1720.6,1809.7,89.1,2135.86318,3061.91996,816.503793,2279.31043,0.342725252,0.411120689,20173.4025,9.77479293
long_live_01,S0,10,unknown,motor3,20,1720.6,1809.7,89.1,715.746816,895.781354,123.839164,725.853178,0.615449251,0.820573546,13669.6458,-4.64750091
long_live_01,S0,10,unknown,motor4,20,1720.6,1809.7,89.1,-0.000304615068,0.0373392569,0.0145301409,0.0141655051,0.00627173031,0.00971301352,0.00267628737,0.000364025203
long_live_01,S0,11,cycle_complete,motor1,4,2041.7,2042.35,0.65,2.17420273,2.17420273,0,2.17420273,0,0,0,0
long_live_01,S0,11,cycle_complete,motor2,4,2041.7,2042.35,0.65,627.581709,627.581709,0,627.581709,8.8817842e-14,6.49477833e-13,3.62312945e-11,0
long_live_01,S0,11,cycle_complete,motor3,4,2041.7,2042.35,0.65,854.444,854.444,0,854.444,0,0,0,0
